Name,Phone Number,Feedback,Message,Timestamp,Duration(s),Initial Spoken To,Follow-up Status,Followup Message,Followup Timestamp,Follow-up Count,Follow-up Spoken To
Jk Textiles,7904817851,Follow Up,kumar need to send details in wh,08-07-2025 11:11,93,,,,,0,
Yen Yen Advertising (V),9444316016,Follow Up,nazeem. send him the details. he is doing newspaper ads. but he ll go thru,08-07-2025 11:12,146,,,,,0,
ampersand communications (V),4448598797,Not Interested,wrong details,08-07-2025 11:13,17,,,,,0,
Smarther Technologies (V),9003162488,Not Interested,,08-07-2025 11:13,8,,,,,0,
Spark Advertising (V),9790954404,Not Picked,,08-07-2025 11:13,19,,Not Picked,,16-07-2025 13:07,0,
Aquarium and pet shop,7397290551,Follow Up,,08-07-2025 11:14,158,,,,,0,
Sri V mobiles,8925789789,Not Interested,no requirement,08-07-2025 11:16,153,,,,,0,
Prananya Advertising Agency (V),7845649869,Follow Up,send details to her whatsapp. she shown interested,08-07-2025 11:17,233,,Not Picked,on other call,15-07-2025 16:06,19,
Fb Cakes Thiruporur,9150988864,Not Interested,no requirement,08-07-2025 11:19,64,,,,,0,
Tameem Textiles And Readymades,9884738285,Not Interested,no requirement,08-07-2025 11:21,101,,,,,0,
Impressionoflove baby casting,9790880857,Not Picked,,08-07-2025 11:22,65,,,,,0,
"SSJ Super Shop - Footwear, Bags, Gifts & Toys",9551181583,Not Picked,,08-07-2025 11:24,73,,,,,0,
Thigazh Boutique,8870307189,Follow Up,"need to send details in wh, she will check with his team",08-07-2025 11:27,228,,,,,0,
Fabloon Designer Studio | Kelambakkam,9884600401,Not Picked,,08-07-2025 11:28,11,,,,,0,
Habanbi Clothing Store,7305888670,Not Picked,out of service,08-07-2025 11:29,57,,,,,0,
Grand Curve,9087669966,Follow Up,"need to send details in wh , she will inform to mam",08-07-2025 11:30,87,,,,,0,
Likestyle dresses,9087865755,Follow Up,he will check the screen,08-07-2025 11:32,82,,,,,0,
SARA BOUTIQUE AND TAILORING,7358676465,Not Picked,,08-07-2025 11:33,48,,,,,0,
"Sri Venkateswara Stores - Home appliances, Electronics, Furnitures - Latest AC, TV, Washing machine, Fridge etc",9840071364,Follow Up,need to send details in wh,08-07-2025 11:37,226,,,,,0,
Sri Adhira Fashions,9003037778,Follow Up,need to send details in wh,08-07-2025 11:38,79,,,,,0,
Sri Sairam Advertising (V),9500037429,Interested,"Send details, Neela",08-07-2025 11:39,106,,Not Picked,,16-07-2025 13:23,0,
SANA TAILORING AND AARI WORK INSTITUTE,8778214429,Not Picked,,08-07-2025 11:40,83,,,,,0,
SRI THIRU MURUGAN TRADERS,8939755522,Not Interested,no requirement,08-07-2025 11:41,52,,,,,0,
Sri Krishna Sweets & Bakery,9444131716,Follow Up,need to send details in wh,08-07-2025 11:42,89,,,,,0,
Littlekicks,9445829977,Follow Up,need to send details in wh,08-07-2025 11:44,95,,,,,0,
Radha fashion look ladies and child dress stitching tailoring plus Aari plus Brooches classes and stitching aari blouse,7871547140,Follow Up,need to send details in wh,08-07-2025 11:46,114,,,,,0,
"Westside - Kelambakkam, Chennai",7710811006,Not Interested,"their head office in Mumbai , they don't want to do any kind of internal and external advertising",08-07-2025 11:48,124,,,,,0,
Ritu fashion boutique,7083437571,Not Picked,,08-07-2025 11:49,26,,,,,0,
Manyavar,8037002378,Not Picked,,08-07-2025 11:50,29,,,,,0,
Arabian Nuts World- Thiruporur Bustand,9043469282,Not Interested,no need,08-07-2025 11:51,50,,,,,0,
Orange Digital Marketing (V),7550186096,Not Picked,,08-07-2025 12:27,746,,,,,0,
Ayatiworks Technologies LLP (V),9841075750,Not Interested,,08-07-2025 12:27,7,,Not Interested,,15-07-2025 16:35,7,
Sri's boutique,8754972161,Not Picked,,08-07-2025 12:45,59,,,,,0,
Fashion Attires,7838394424,Not Picked,,08-07-2025 12:45,20,,,,,0,
BAB boutique,7094001123,Follow Up,dany need to send details in wh,08-07-2025 12:48,172,,,,,0,
Aura Fashion Emporium,9677019189,Not Picked,,08-07-2025 12:49,54,,,,,0,
KALINGA Fashion Designer Shop,9880017103,Follow Up,need to send details in wh,08-07-2025 12:51,86,,,,,0,
FIVESIX Garments (Mens Wear near me),8122042851,Not Interested,,08-07-2025 12:54,213,,,,,0,
Designs Textiles,9840214502,Not Picked,,08-07-2025 12:55,46,,,,,0,
Mummy Daddy Sarees And Dresses,6380582078,Not Interested,no requirement,08-07-2025 12:57,66,,,,,0,
WHITE HEART,9884242610,Not Interested,no requirement,08-07-2025 12:58,66,,,,,0,
ASHRAF DRESSES,9962273013,Follow Up,need to send details in wh,08-07-2025 12:59,93,,,,,0,
M4 Boutique,9150178959,Follow Up,need to send details in wh,08-07-2025 13:03,213,,,,,0,
Fashion Park Tailor,9791061621,Interested,"r. sekar , we need to register from our side",08-07-2025 13:07,213,,,,,0,
Saffron Boutique,9884848128,Not Picked,,08-07-2025 13:10,42,,,,,0,
COLOURS FAMILY SHOP,7200697207,Not Picked,line busy,08-07-2025 13:10,17,,,,,0,
Ladies Specialists,9042375560,Follow Up,need to send details in wh,08-07-2025 13:12,101,,,,,0,
BABLI THE FAMILY SHOP,9841600797,Not Picked,,08-07-2025 13:13,44,,,,,0,
Kaveri Fashion porur (Boutique Showroom near me),9710243701,Not Picked,,08-07-2025 13:13,22,,,,,0,
New Choice,8015434143,Not Interested,no requirement,08-07-2025 13:14,32,,,,,0,
Tharun Pleatz - Saree Pre-pleating & Box folding Services in Chennai,7845233684,Interested,chitra need to send details in wh,08-07-2025 13:16,166,,,,,0,
DHANALAKSHMI OIL STORE-KUNDRATHUR,9282221596,Follow Up,elzhilarasan need to send details in eh,08-07-2025 13:24,116,,,,,0,
Code Red,9789999140,Not Interested,no requirement,08-07-2025 13:25,67,,,,,0,
Mi Store Kundrathur,8668156421,Not Picked,out of service,08-07-2025 13:25,23,,,,,0,
Raja Stores,8072522054,Not Picked,line busy,08-07-2025 13:26,38,,,,,0,
"Darling Retail - Electronics, Mobile & Furniture Shop - Kundrathur",8220864444,Not Picked,,08-07-2025 13:26,24,,,,,0,
Roja store (nagath amman),7200303403,Not Interested,no requirement,08-07-2025 13:28,73,,,,,0,
Royal fancy store,9941484849,Not Interested,no requirement,08-07-2025 13:29,62,,,,,0,
OMG (Oh my gift) GIFT SHOP,9791158533,Not Picked,,08-07-2025 13:29,28,,,,,0,
Fashion Girls,8838244083,Not Picked,,08-07-2025 13:30,52,,,,,0,
Uniqueen fashion,9176774543,Not Picked,,08-07-2025 13:31,33,,,,,0,
BOYZ ONLY MEN,9962821000,Not Interested,no need,08-07-2025 13:32,39,,,,,0,
TAMILNADU TEXTILES,9940693444,Follow Up,"need to send details in wh, owner is out of station",08-07-2025 13:33,88,,,,,0,
Kumaraan Hardwares,8124781777,Not Interested,no requirement,08-07-2025 13:34,42,,,,,0,
RAJ AQUA PURE ñ RO Systems kundrathur & Services in Kundrathur,9176215554,Not Interested,not interested,08-07-2025 13:35,46,,,,,0,
S. SAMBANDA CHETTY SHOW ROOM,9094794941,Not Picked,currently busy,08-07-2025 13:35,17,,,,,0,
Mr.Edi Bikerz,9025334322,Follow Up,"need to send details in wh , he will check the screen",08-07-2025 13:38,161,,,,,0,
Takkaru Mens Wear,9176365001,Not Picked,,08-07-2025 13:39,45,,,,,0,
India Stores,9884023951,Not Picked,,08-07-2025 13:42,122,,,,,0,
7HILLS TAILOR,8939553352,Follow Up,he will check the screen first,08-07-2025 13:45,156,,,,,0,
Wonkrew - Satz Venture Nurturers Private Limited | Best Digital Marketing Agency in Chennai (V),7845539344,Not Picked,,08-07-2025 14:12,15,,Follow Up,nt picked,30-07-2025 17:40,35,
EL SHADDAI ADVERTISING & MARKETING | HOARDING ADVERTISING | OUTDOOR ADVERTISING AGENCY | SUNPCK / FLUTE BOARD PRINTING (V),9791077904,Not Picked,busy,08-07-2025 14:12,24,,,6361041755,,0,
Glory Group Digital Marketing Solutions (V),9791023714,Interested,he is interested. send him the details.,08-07-2025 14:16,238,,,,,0,
DunDunDun Marketing and Creative Agency (V),9566266582,Not Interested,they are not running the business,08-07-2025 14:17,41,,,,,0,
DP Digigrow | best digital marketing agency (V),6385103191,Interested,"prajwala, she is intrested",08-07-2025 14:21,170,,,,,0,
"Notion Graffiti - Creative Digital Marketing Agency, Chennai (V)",9944587838,Interested,amjit. send the details to his whatsapp,15-07-2025 16:14,210,,,,,0,
BK Digital Marketing (V),7550144252,Interested,"bhaskar, send the details he is very intrested",15-07-2025 16:17,240,,,,,0,
DigiNadu (V),9384851555,Not Interested,,08-07-2025 12:14,0,,Not Interested,,15-07-2025 16:17,0,
Seven Horses Software Solutions PVt Ltd | Digital Marketing Agency (V),8939577748,Not Picked,switch off,15-07-2025 16:18,15,,,,,0,
Dive Into Digital (V),9791142041,Not Picked,,15-07-2025 16:18,38,,,,,0,
iFox Media & Advertising (V),4448589833,Not Picked,,15-07-2025 16:19,12,,,,,0,
Podhigai Ads Private Limited (V),9841464441,Not Picked,,15-07-2025 16:19,19,,,,,0,
UD Media Private Limited (V),9840080139,Not Picked,,15-07-2025 16:20,28,,,,,0,
Axtell Software Developer & Website Desinging Comapnay Chenai (V),9382647347,Follow Up,send details to his whatsapp,15-07-2025 16:23,169,,,,,0,
Ontwikkel Advertising Pvt Ltd. (V),4424996919,Not Picked,wrong number,15-07-2025 16:30,10,,,,,0,
Freelance Content Writer in India (V),9176261232,Not Interested,,15-07-2025 16:30,0,,,,,0,
Vss associates (V),4442087913,Not Interested,,15-07-2025 16:30,0,,,,,0,
Nidus Advertising and Marketing Private Limited - Best Outdoor Advertising Agency in chennai (V),9600009926,Interested,"vignesh. register, send details",15-07-2025 16:31,322,,,,,0,
Adinfix Advertising Pvt Ltd ñ Digital Marketing Agency in Chennai (V),9445283041,Follow Up,send details to his mail,08-07-2025 12:13,2044,,Follow Up,,15-07-2025 16:31,11,
Vishnu Ads And Ventures Private Limited (V),9894015365,Not Picked,,15-07-2025 16:32,8,,,,,0,
Picklemonk Media - Creative Agency (V),8870660543,Follow Up,venkat send the details,15-07-2025 16:34,154,,,,,0,
Theo Media Advertising | Best Advertising Agency in Chennai (V),6383754908,Interested,send the details he is verymuch interested for paid advertising,15-07-2025 16:57,221,,,,,0,
FuelDigi Marketing Pvt. Ltd (V),9791811111,Not Picked,in call with someone,08-07-2025 12:14,76,,Not Interested,,15-07-2025 16:58,85,
RADIANT PULSE | Creative Digital Marketing Agency in Chennai (V),6379051342,Interested,parudhi he is intrested. h ll do it next week,15-07-2025 17:05,382,,Follow Up,,30-07-2025 16:05,0,
Social Outsights | Branding & Marketing Agency (V),7010864421,Interested,he is intrested. harishankar. send the fetails,15-07-2025 17:07,135,,,,,0,
V4 Advertising Agency (V),6382937771,Interested,send the details he is interested. Mohamed,15-07-2025 17:11,235,,,,,0,
The Creative Trading Co. (V),8861019794,Not Interested,,15-07-2025 17:16,0,,,,,0,
Sociovert - Best Branding And Marketing Agency In Chennai (V),8608176081,Interested,intrested on both publisher and agrncies,15-07-2025 17:20,254,,,,,0,
Film roll ad film agency |Ad film makers | Ad film agency in Chennai |TVC|Tv Ads |Tv commercial|Top ad film agency (V),9080225035,Not Picked,,15-07-2025 17:21,40,,,,,0,
WitBuz (V),7373735433,Follow Up,contact@witbuz. arun,15-07-2025 17:27,147,,Not Picked,,30-07-2025 17:14,5,
Leverage (V),9500016622,Not Picked,,15-07-2025 17:27,23,,,,,0,
The Pixelate (V),9884985343,Follow Up,bhesam. he is interested send the details.,15-07-2025 17:29,115,,Follow Up,cal back later,30-07-2025 16:28,41,
Eyeballfilm Ad film Agency (V),9841232167,Interested,,15-07-2025 17:30,322,,,,,0,
OSCAR ADVERTISING (V),9962237701,Not Picked,temp out of service,15-07-2025 17:30,13,,,,,0,
social ambassador,7373294908,Callback,dhh,31-07-2025 12:58,0,,Callback,vinoth,31-07-2025 17:09,1,Vinoth
Brand Brewerz (V),8939496844,Follow Up,he is interested send the details in whatsapp his name nithin,15-07-2025 17:36,230,,Follow Up,talk with someone,30-07-2025 17:39,68,
Saroj AD Creators Private Limited (V),4424464122,Not Picked,,15-07-2025 17:46,11,,,,,0,
Crystal Advertising Agency (V),4428174228,Not Picked,,15-07-2025 17:46,9,,Not Picked,,16-07-2025 15:58,7,
SBBS- Best Marketing Agency in Chennai (V),8838890208,Interested,arjunan send the details to his whatsapp,15-07-2025 17:50,252,,,,,0,
Spark Studios (V),9360688806,Interested,"madhu, send the details",15-07-2025 17:53,344,,,,,0,
Digital Marketing Agency in Chennai | Creative Wings LLP | Company | SEO | SMM | Meta ADs | Google Ads (V),9884884202,Interested,he is asking for direct meet but intrested,15-07-2025 17:56,170,,,,,0,
KAR Advertising (V),9840089564,Follow Up,very tragg,15-07-2025 17:59,173,,,,,0,
Prime Advertising - Newspaper Advertising Ad Agencies in Chennai | Daily Thanthi & The Hindu Advertising Agency in Chennai (V),9840914995,Interested,prem. send whatsap,16-07-2025 12:37,127,,,,,0,
Best Advertising Agency,7904662477,Not Picked,,16-07-2025 12:38,11,,,,,0,
Bwana Media - PR & Advertising Agency in Chennai (V),9176206030,Not Picked,,16-07-2025 12:38,20,,Not Picked,,30-07-2025 17:34,52,
Vbros Technologies (V),8072177922,Interested,vijay. send details,16-07-2025 12:41,153,,,,,0,
Madras Advertising Company Private Limited (V),4428552434,Not Picked,,16-07-2025 12:41,12,,,,,0,
Davinci Creatives (V),8056961823,Not Interested,,16-07-2025 12:42,37,,,,,0,
RAMANI LETTERS (V),9444411749,Not Picked,,16-07-2025 12:42,0,,,,,0,
Junction Digital (V),9003273896,Not Interested,sign boards,16-07-2025 12:43,47,,,,,0,
Pixel Creative (V),7010013081,Follow Up,rajkapoor send details,16-07-2025 12:45,152,,,,,0,
Top Brands Media (V),9962848057,Not Picked,temp out serv,16-07-2025 12:46,12,,,,,0,
Zlide Marketing Agency (V),9445723817,Not Picked,,16-07-2025 12:46,24,,,,,0,
Glint Creatives Pvt Ltd (V),9043156777,Interested,send hldetails his name kalyan,16-07-2025 13:05,1125,,Follow Up,,30-07-2025 16:16,0,
Adfolks | Advertising Agency | Branding Agency | Logo Designer Company,9841577775,Not Picked,,16-07-2025 13:06,36,,,,,0,
Birth Marque | Branding Company in Chennai,9500666668,Not Picked,,16-07-2025 13:07,26,,Not Picked,,30-07-2025 16:33,8,
Plus Advertising,9444482582,Interested,balamurugan send details,16-07-2025 13:11,195,,,,,0,
iFox Media & Advertising,4448589833,Interested,9884339436 - sidharth asking for direct meet,16-07-2025 13:22,695,,,,,0,
Ant Advertising,9790970043,Not Picked,,16-07-2025 13:24,44,,,,,0,
Simba Advertising,9840189577,Interested,pavithra. whatsapp send it.,16-07-2025 15:55,235,,,,,0,
Blue Croc Advertising,9884104429,Follow Up,rajeeb details send it,16-07-2025 15:58,151,,,,,0,
Crazy Hippos Advertising Pvt Ltd,9444555102,Not Picked,,16-07-2025 15:58,9,,,,,0,
One Fits Advertising,9042586808,Not Picked,temp out of service,16-07-2025 15:59,14,,,,,0,
Aries Media Solutions,4443562057,Not Picked,,16-07-2025 15:59,7,,,,,0,
Klasse Productions - Branding and Advertising Agency,7904256226,Not Picked,swichd off,16-07-2025 15:59,10,,,,,0,
Advertising Club Madras,8248717152,Not Interested,they are not interested as they don't do promotion activity caz they are all bigshots??,16-07-2025 16:03,227,,,,,0,
Go Brand 360,4428211521,Not Picked,,16-07-2025 16:25,1340,,,,,0,
Vinisha Vision,9840837606,Not Picked,temp out of service,16-07-2025 16:26,12,,,,,0,
BCC Martech - Digital Advertising Agency,7449274747,Not Picked,ivr,16-07-2025 16:26,19,,,,,0,
The Brand Marketers,9176026661,Not Picked,in call with someone,16-07-2025 16:26,21,,,,,0,
Vermmillion Advertising Agency,9840879785,Interested,send the details she is very much intrested. vijayashree,16-07-2025 16:30,192,,,,,0,
Challenge,9840956150,Not Picked,,16-07-2025 16:30,35,,,,,0,
Metro advertising Marketing,9600130017,Follow Up,follow up he is driving,16-07-2025 16:31,55,,,,,0,
Adventure Media House,9176694424,Not Picked,in talk with someone,16-07-2025 16:32,16,,,,,0,
MediaMan Advertising & Branding,7010775146,Follow Up,send the details to his whatsapp. bhuvan,16-07-2025 16:35,181,,,,,0,
S Studio Advertising Factory,9840349409,Not Picked,,16-07-2025 16:36,42,,,,,0,
Crazy Pencilz Studio,9629777757,Follow Up,shiva send the details he ll send it to his team. shiva,16-07-2025 16:40,227,,,,,0,
Rittz Digital,9361294838,Not Picked,switched off,16-07-2025 16:40,12,,,,,0,
DAYNIGHT ADVERTISING,9840157208,Follow Up,he don't required fr adagency but ll try for advertisement and refer his clients. rajesh,16-07-2025 16:43,156,,,,,0,
Chennai Advertising Services,9444146221,Not Interested,any how send the details.,16-07-2025 16:45,111,,,,,0,
ADWISE ADVERTISING PRIVATE LIMITED,9841027978,Interested,ramkumar. send details he wants to have a direct meeting,16-07-2025 16:48,160,,,,,0,
Brandoo Advertising,9790907111,Interested,send the details rasheed.,16-07-2025 17:03,189,,,,,0,
Get Noticed Creative: Graphic Design & Advertising Agency,9500020115,Interested,parthiban. send Details to his whatsapp.,16-07-2025 17:06,210,,,,,0,
DM Pranav,8681029706,Not Picked,,30-07-2025 15:45,23,,,,,0,
ADSME,9171123123,Follow Up,send the details. he is doing whatsapp advertisements,30-07-2025 15:46,174,,,,,0,
Digital Crazy Hub,9659239187,Not Picked,,30-07-2025 15:50,33,,,,,0,
7305487877,7305487877,Interested,sadha sivam. send the details,15-01-1936 15:51,1933,,Not Picked,,08-08-2025 13:36,61,Sadhasivam
Mslive Technologies,7305712345,Interested,sundarm. send the dtails,30-07-2025 16:22,977,,,,,0,
Digital Marketing Agency - ADSYZYGY PVT LTD,9176991828,Interested,registered,30-07-2025 16:38,2302,,,,,0,
Spinta Digital,9952803469,Follow Up,send the details her name is priyanka,30-07-2025 17:32,105,,,,,0,
Digitally Inspired Media,4442858543,Not Picked,,30-07-2025 17:33,4,,,,,0,
Beyond digital marketing agency,9444862321,Not Picked,,30-07-2025 17:33,7,,,,,0,
Branding Pilot,8125847535,Not Picked,,30-07-2025 17:35,46,,,,,0,
Michtam Tecno Solution,7010560085,Interested,send the details,30-07-2025 17:38,136,,,,,0,
O3M Directional Marketing,4424323161,Not Picked,,30-07-2025 17:39,7,,,,,0,
vinoth,9363031314,Not Interested,not int,12-09-2025 16:41,17,Vinoth,Interested,he is int,12-09-2025 16:42,18,Vinot
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
